latitude,longitude,ano_flate,ano_punkt,hovedtype,kartleggin,sp,file,temperature_WQ,precipitation_Annual,road_distance,name
64.40069943979763,12.291452878699541,ANO1427,ANO1427_66,Ãpen jordvannsmyr,V1-C-2,vm,Ano_sites/Blåbær/tempW10-12_preA1050-1400.csv,11.893416404724121,1167.4658203125,412.3105773925781,1427_66_V1-C-2_vm_12_1167_412
58.964510322399285,7.555978535079887,ANO0295,ANO0295_66,Boreal hei,T31-C-1,vm,Ano_sites/Blåbær/tempW10-12_preA1400-1750.csv,11.532766342163086,1475.5098876953125,948.68328857421875,0295_66_T31-C-1_vm_12_1476_949
59.8655744625388,6.8746657290336275,ANO0309,ANO0309_53,Skogsmark,T4-C-18,vm,Ano_sites/Blåbær/tempW10-12_preA1400-1750.csv,11.324583053588867,1745.082275390625,300,0309_53_T4-C-18_vm_11_1745_300
62.528249601252185,7.0149389823608885,ANO1237,ANO1237_64,NedbÃ¸rsmyr,V3-C-1,vm,Ano_sites/Blåbær/tempW10-12_preA1400-1750.csv,11.905632972717285,1627.765625,894.42718505859375,1237_64_V3-C-1_vm_12_1628_894
62.52807256146609,7.011860436461508,ANO1237,ANO1237_62,Ãpen jordvannsmyr,V1-C-5,vm,Ano_sites/Blåbær/tempW10-12_preA1400-1750.csv,11.929033279418945,1628.3814697265625,721.1102294921875,1237_62_V1-C-5_vm_12_1628_721
66.97188657840876,14.405528698896186,ANO1316,ANO1316_51,Fjellhei leside og tundra,T3-C-7,vm,Ano_sites/Blåbær/tempW10-12_preA1400-1750.csv,11.24471664428711,1404.5205078125,1000,1316_51_T3-C-7_vm_11_1405_1000
66.97045137941991,14.405563694723833,ANO1316,ANO1316_31,Fjellhei leside og tundra,T3-C-4,vm,Ano_sites/Blåbær/tempW10-12_preA1400-1750.csv,11.310866355895996,1405.8768310546875,1000,1316_31_T3-C-4_vm_11_1406_1000
66.96902984078339,14.40926334757822,ANO1316,ANO1316_13,Fjellhei leside og tundra,T3-C-8,vm,Ano_sites/Blåbær/tempW10-12_preA1400-1750.csv,11.356016159057617,1406.85205078125,900,1316_13_T3-C-8_vm_11_1407_900
66.96975423978834,14.411078346678476,ANO1316,ANO1316_24,Skogsmark,T4-C-18,vm,Ano_sites/Blåbær/tempW10-12_preA1400-1750.csv,11.404500007629395,1409.427978515625,800,1316_24_T4-C-18_vm_11_1409_800
66.97117582053079,14.407378689352562,ANO1316,ANO1316_42,Skogsmark,T4-C-18,vm,Ano_sites/Blåbær/tempW10-12_preA1400-1750.csv,11.292133331298828,1405.78955078125,1000,1316_42_T4-C-18_vm_11_1406_1000
61.60114416053793,7.319355990887709,ANO1502,ANO1502_42,Boreal hei,T31-C-2,vm,Ano_sites/Blåbær/tempW10-12_preA1400-1750.csv,11.551549911499023,1536.8765869140625,100,1502_42_T31-C-2_vm_12_1537_100
61.60194031142211,7.320672942138226,ANO1502,ANO1502_53,Boreal hei,T31-C-2,vm,Ano_sites/Blåbær/tempW10-12_preA1400-1750.csv,11.603667259216309,1534.5889892578125,223.60679626464844,1502_53_T31-C-2_vm_12_1535_224
61.60256760609573,7.319001456446963,ANO1502,ANO1502_62,Boreal hei,T31-C-1,vm,Ano_sites/Blåbær/tempW10-12_preA1400-1750.csv,11.816749572753906,1540.6390380859375,200,1502_62_T31-C-1_vm_12_1541_200
61.60273645066283,7.321989960699849,ANO1502,ANO1502_64,Skogsmark,T4-C-2,vm,Ano_sites/Blåbær/tempW10-12_preA1400-1750.csv,11.647550582885742,1531.47314453125,360.55511474609375,1502_64_T4-C-2_vm_12_1531_361
61.60210911847625,7.323661397720693,ANO1502,ANO1502_55,Skogsmark,T4-C-1,vm,Ano_sites/Blåbær/tempW10-12_preA1400-1750.csv,11.4614839553833,1525.5443115234375,412.3105773925781,1502_55_T4-C-1_vm_11_1526_412
61.60148176466887,7.325332767427665,ANO1502,ANO1502_46,Skogsmark,T4-C-2,vm,Ano_sites/Blåbær/tempW10-12_preA1400-1750.csv,11.320133209228516,1519.8204345703125,424.2640686035156,1502_46_T4-C-2_vm_11_1520_424
